datetime,fx_mark,fx,start_dt,end_st,fx_high,fx_low
2021-01-29 04:54:00 UTC,g,1.21018,2021-01-29 04:52:00 UTC,2021-01-29 04:58:00 UTC,1.21018,1.21005
2021-01-29 05:02:00 UTC,d,1.20958,2021-01-29 05:00:00 UTC,2021-01-29 05:04:00 UTC,1.20996,1.20958
2021-01-29 05:27:00 UTC,g,1.2101,2021-01-29 05:26:00 UTC,2021-01-29 05:28:00 UTC,1.2101,1.20995
2021-01-29 05:43:00 UTC,d,1.20944,2021-01-29 05:40:00 UTC,2021-01-29 05:44:00 UTC,1.20954,1.20944
2021-01-29 05:59:00 UTC,g,1.21016,2021-01-29 05:56:00 UTC,2021-01-29 06:00:00 UTC,1.21016,1.20988
2021-01-29 06:07:00 UTC,d,1.20978,2021-01-29 06:03:00 UTC,2021-01-29 06:08:00 UTC,1.2099,1.20978
2021-01-29 06:19:00 UTC,g,1.21026,2021-01-29 06:18:00 UTC,2021-01-29 06:21:00 UTC,1.21026,1.21014
2021-01-29 06:24:00 UTC,d,1.21005,2021-01-29 06:23:00 UTC,2021-01-29 06:25:00 UTC,1.21028,1.21005
2021-01-29 06:38:00 UTC,g,1.21068,2021-01-29 06:37:00 UTC,2021-01-29 06:40:00 UTC,1.21068,1.2104
2021-01-29 06:50:00 UTC,d,1.21034,2021-01-29 06:49:00 UTC,2021-01-29 06:51:00 UTC,1.21056,1.21034
2021-01-29 07:07:00 UTC,g,1.21087,2021-01-29 07:05:00 UTC,2021-01-29 07:08:00 UTC,1.21087,1.2106
2021-01-29 07:35:00 UTC,d,1.20996,2021-01-29 07:30:00 UTC,2021-01-29 07:36:00 UTC,1.21017,1.20996
2021-01-29 07:41:00 UTC,g,1.21082,2021-01-29 07:39:00 UTC,2021-01-29 07:42:00 UTC,1.21082,1.21029
2021-01-29 07:47:00 UTC,d,1.21004,2021-01-29 07:44:00 UTC,2021-01-29 07:48:00 UTC,1.21031,1.21004
2021-01-29 07:53:00 UTC,g,1.21062,2021-01-29 07:52:00 UTC,2021-01-29 07:56:00 UTC,1.21062,1.21036
2021-01-29 08:10:00 UTC,d,1.20972,2021-01-29 08:09:00 UTC,2021-01-29 08:11:00 UTC,1.21009,1.20972
2021-01-29 08:23:00 UTC,g,1.21134,2021-01-29 08:22:00 UTC,2021-01-29 08:24:00 UTC,1.21134,1.21098
2021-01-29 08:32:00 UTC,d,1.21016,2021-01-29 08:31:00 UTC,2021-01-29 08:33:00 UTC,1.21071,1.21016
2021-01-29 08:47:00 UTC,g,1.21145,2021-01-29 08:44:00 UTC,2021-01-29 08:49:00 UTC,1.21145,1.21131
2021-01-29 08:52:00 UTC,d,1.21055,2021-01-29 08:51:00 UTC,2021-01-29 08:53:00 UTC,1.21094,1.21055
2021-01-29 08:57:00 UTC,g,1.21195,2021-01-29 08:56:00 UTC,2021-01-29 08:58:00 UTC,1.21195,1.21132
2021-01-29 09:24:00 UTC,d,1.2107,2021-01-29 09:23:00 UTC,2021-01-29 09:25:00 UTC,1.21112,1.2107
2021-01-29 09:35:00 UTC,g,1.21165,2021-01-29 09:34:00 UTC,2021-01-29 09:36:00 UTC,1.21165,1.21074
2021-01-29 09:42:00 UTC,d,1.21061,2021-01-29 09:38:00 UTC,2021-01-29 09:43:00 UTC,1.21114,1.21061
2021-01-29 09:50:00 UTC,g,1.21211,2021-01-29 09:49:00 UTC,2021-01-29 09:53:00 UTC,1.21211,1.21167
2021-01-29 10:05:00 UTC,d,1.21069,2021-01-29 10:04:00 UTC,2021-01-29 10:07:00 UTC,1.21087,1.21069
2021-01-29 10:24:00 UTC,g,1.2129,2021-01-29 10:23:00 UTC,2021-01-29 10:27:00 UTC,1.2129,1.21266
2021-01-29 10:44:00 UTC,d,1.21194,2021-01-29 10:43:00 UTC,2021-01-29 10:45:00 UTC,1.21226,1.21194
2021-01-29 11:01:00 UTC,g,1.21373,2021-01-29 10:59:00 UTC,2021-01-29 11:02:00 UTC,1.21373,1.21325
2021-01-29 11:25:00 UTC,d,1.21296,2021-01-29 11:23:00 UTC,2021-01-29 11:26:00 UTC,1.21333,1.21296
2021-01-29 11:33:00 UTC,g,1.21387,2021-01-29 11:32:00 UTC,2021-01-29 11:36:00 UTC,1.21387,1.21367
2021-01-29 12:00:00 UTC,d,1.21266,2021-01-29 11:55:00 UTC,2021-01-29 12:01:00 UTC,1.21298,1.21266
2021-01-29 12:08:00 UTC,g,1.21428,2021-01-29 12:07:00 UTC,2021-01-29 12:10:00 UTC,1.21428,1.21375
2021-01-29 12:17:00 UTC,d,1.21355,2021-01-29 12:16:00 UTC,2021-01-29 12:19:00 UTC,1.21398,1.21355
2021-01-29 12:28:00 UTC,g,1.21448,2021-01-29 12:27:00 UTC,2021-01-29 12:31:00 UTC,1.21448,1.21403
2021-01-29 12:36:00 UTC,d,1.21358,2021-01-29 12:35:00 UTC,2021-01-29 12:38:00 UTC,1.21392,1.21358
2021-01-29 12:46:00 UTC,g,1.21484,2021-01-29 12:45:00 UTC,2021-01-29 12:48:00 UTC,1.21484,1.21448
2021-01-29 13:00:00 UTC,d,1.21265,2021-01-29 12:59:00 UTC,2021-01-29 13:02:00 UTC,1.21368,1.21265
2021-01-29 13:41:00 UTC,g,1.21522,2021-01-29 13:40:00 UTC,2021-01-29 13:43:00 UTC,1.21522,1.21458
2021-01-29 13:54:00 UTC,d,1.21443,2021-01-29 13:53:00 UTC,2021-01-29 13:55:00 UTC,1.21469,1.21443
2021-01-29 14:03:00 UTC,g,1.2156,2021-01-29 14:02:00 UTC,2021-01-29 14:05:00 UTC,1.2156,1.21495
2021-01-29 14:29:00 UTC,d,1.2147,2021-01-29 14:28:00 UTC,2021-01-29 14:30:00 UTC,1.21511,1.2147
2021-01-29 14:38:00 UTC,g,1.21547,2021-01-29 14:37:00 UTC,2021-01-29 14:39:00 UTC,1.21547,1.21486
2021-01-29 14:50:00 UTC,d,1.21395,2021-01-29 14:49:00 UTC,2021-01-29 14:51:00 UTC,1.21438,1.21395
2021-01-29 14:55:00 UTC,g,1.21519,2021-01-29 14:54:00 UTC,2021-01-29 14:57:00 UTC,1.21519,1.2148
2021-01-29 15:20:00 UTC,d,1.21368,2021-01-29 15:18:00 UTC,2021-01-29 15:23:00 UTC,1.21407,1.21368
2021-01-29 15:31:00 UTC,g,1.21496,2021-01-29 15:30:00 UTC,2021-01-29 15:32:00 UTC,1.21496,1.2146
2021-01-29 15:45:00 UTC,d,1.2125,2021-01-29 15:44:00 UTC,2021-01-29 15:47:00 UTC,1.21348,1.2125
2021-01-29 15:55:00 UTC,g,1.21551,2021-01-29 15:54:00 UTC,2021-01-29 15:56:00 UTC,1.21551,1.21441
2021-01-29 16:18:00 UTC,d,1.21297,2021-01-29 16:14:00 UTC,2021-01-29 16:19:00 UTC,1.21357,1.21297
2021-01-29 16:42:00 UTC,g,1.21457,2021-01-29 16:41:00 UTC,2021-01-29 16:45:00 UTC,1.21457,1.21421
2021-01-29 16:48:00 UTC,d,1.21327,2021-01-29 16:47:00 UTC,2021-01-29 16:51:00 UTC,1.2139,1.21327
2021-01-29 17:12:00 UTC,g,1.21437,2021-01-29 17:10:00 UTC,2021-01-29 17:13:00 UTC,1.21437,1.21412
2021-01-29 17:23:00 UTC,d,1.21325,2021-01-29 17:22:00 UTC,2021-01-29 17:24:00 UTC,1.21356,1.21325
2021-01-29 17:31:00 UTC,g,1.2139,2021-01-29 17:30:00 UTC,2021-01-29 17:32:00 UTC,1.2139,1.21354
2021-01-29 17:49:00 UTC,d,1.21293,2021-01-29 17:48:00 UTC,2021-01-29 17:50:00 UTC,1.21326,1.21293
2021-01-29 17:54:00 UTC,g,1.21373,2021-01-29 17:53:00 UTC,2021-01-29 17:55:00 UTC,1.21373,1.2133
2021-01-29 18:18:00 UTC,d,1.21274,2021-01-29 18:15:00 UTC,2021-01-29 18:19:00 UTC,1.21302,1.21274
2021-01-29 18:41:00 UTC,g,1.21349,2021-01-29 18:40:00 UTC,2021-01-29 18:42:00 UTC,1.21349,1.21322
2021-01-29 18:57:00 UTC,d,1.21287,2021-01-29 18:55:00 UTC,2021-01-29 19:00:00 UTC,1.21311,1.21287
2021-01-29 19:08:00 UTC,g,1.21347,2021-01-29 19:07:00 UTC,2021-01-29 19:10:00 UTC,1.21347,1.21325
2021-01-29 19:41:00 UTC,d,1.21284,2021-01-29 19:40:00 UTC,2021-01-29 19:42:00 UTC,1.21326,1.21284
2021-01-29 20:33:00 UTC,g,1.21374,2021-01-29 20:31:00 UTC,2021-01-29 20:34:00 UTC,1.21374,1.21347
2021-01-29 20:39:00 UTC,d,1.21311,2021-01-29 20:37:00 UTC,2021-01-29 20:40:00 UTC,1.2134,1.21311
2021-01-29 20:56:00 UTC,g,1.21392,2021-01-29 20:55:00 UTC,2021-01-29 20:57:00 UTC,1.21392,1.21349
2021-01-29 21:16:00 UTC,d,1.21301,2021-01-29 21:15:00 UTC,2021-01-29 21:18:00 UTC,1.21315,1.21301
2021-01-29 21:30:00 UTC,g,1.21342,2021-01-29 21:29:00 UTC,2021-01-29 21:32:00 UTC,1.21342,1.21323
2021-01-29 21:44:00 UTC,d,1.21306,2021-01-29 21:40:00 UTC,2021-01-29 21:45:00 UTC,1.2133,1.21306
2021-01-29 21:57:00 UTC,g,1.21385,2021-01-29 21:55:00 UTC,2021-01-29 21:59:00 UTC,1.21385,1.21298
2021-01-31 23:19:00 UTC,d,1.21204,2021-01-31 23:18:00 UTC,2021-01-31 23:21:00 UTC,1.21235,1.21204
2021-01-31 23:34:00 UTC,g,1.21284,2021-01-31 23:33:00 UTC,2021-01-31 23:35:00 UTC,1.21284,1.21254
2021-01-31 23:43:00 UTC,d,1.21214,2021-01-31 23:42:00 UTC,2021-01-31 23:45:00 UTC,1.21244,1.21214
2021-01-31 23:53:00 UTC,g,1.21257,2021-01-31 23:51:00 UTC,2021-01-31 23:57:00 UTC,1.21257,1.21235
2021-02-01 00:03:00 UTC,d,1.21201,2021-02-01 00:02:00 UTC,2021-02-01 00:05:00 UTC,1.21236,1.21201
2021-02-01 00:30:00 UTC,g,1.21281,2021-02-01 00:29:00 UTC,2021-02-01 00:31:00 UTC,1.21281,1.21262
2021-02-01 00:42:00 UTC,d,1.21214,2021-02-01 00:40:00 UTC,2021-02-01 00:44:00 UTC,1.21239,1.21214
2021-02-01 01:29:00 UTC,g,1.21363,2021-02-01 01:28:00 UTC,2021-02-01 01:30:00 UTC,1.21363,1.21326
2021-02-01 01:45:00 UTC,d,1.21257,2021-02-01 01:43:00 UTC,2021-02-01 01:47:00 UTC,1.21291,1.21257
2021-02-01 01:54:00 UTC,g,1.21313,2021-02-01 01:51:00 UTC,2021-02-01 01:55:00 UTC,1.21313,1.2129
2021-02-01 02:08:00 UTC,d,1.21255,2021-02-01 02:07:00 UTC,2021-02-01 02:09:00 UTC,1.21271,1.21255
2021-02-01 02:20:00 UTC,g,1.21295,2021-02-01 02:19:00 UTC,2021-02-01 02:21:00 UTC,1.21295,1.21286
2021-02-01 02:41:00 UTC,d,1.21246,2021-02-01 02:38:00 UTC,2021-02-01 02:42:00 UTC,1.2126,1.21246
2021-02-01 03:43:00 UTC,g,1.21317,2021-02-01 03:42:00 UTC,2021-02-01 03:45:00 UTC,1.21317,1.21299
2021-02-01 03:57:00 UTC,d,1.21287,2021-02-01 03:56:00 UTC,2021-02-01 04:00:00 UTC,1.21296,1.21287
2021-02-01 04:13:00 UTC,g,1.21329,2021-02-01 04:12:00 UTC,2021-02-01 04:15:00 UTC,1.21329,1.21301
2021-02-01 04:59:00 UTC,d,1.21273,2021-02-01 04:58:00 UTC,2021-02-01 05:00:00 UTC,1.21285,1.21273
2021-02-01 05:11:00 UTC,g,1.21293,2021-02-01 05:09:00 UTC,2021-02-01 05:13:00 UTC,1.21293,1.21281
2021-02-01 05:23:00 UTC,d,1.2126,2021-02-01 05:22:00 UTC,2021-02-01 05:24:00 UTC,1.21277,1.2126
2021-02-01 05:34:00 UTC,g,1.21286,2021-02-01 05:30:00 UTC,2021-02-01 05:35:00 UTC,1.21286,1.21275
2021-02-01 05:41:00 UTC,d,1.21258,2021-02-01 05:39:00 UTC,2021-02-01 05:43:00 UTC,1.21272,1.21258
2021-02-01 05:57:00 UTC,g,1.21323,2021-02-01 05:56:00 UTC,2021-02-01 05:58:00 UTC,1.21323,1.21302
2021-02-01 06:02:00 UTC,d,1.21282,2021-02-01 06:00:00 UTC,2021-02-01 06:03:00 UTC,1.21301,1.21282
2021-02-01 06:14:00 UTC,g,1.21326,2021-02-01 06:13:00 UTC,2021-02-01 06:15:00 UTC,1.21326,1.21308
2021-02-01 06:40:00 UTC,d,1.21277,2021-02-01 06:39:00 UTC,2021-02-01 06:42:00 UTC,1.21302,1.21277
2021-02-01 07:00:00 UTC,g,1.21308,2021-02-01 06:57:00 UTC,2021-02-01 07:01:00 UTC,1.21308,1.21278
2021-02-01 07:09:00 UTC,d,1.21216,2021-02-01 07:08:00 UTC,2021-02-01 07:11:00 UTC,1.21241,1.21216
2021-02-01 07:18:00 UTC,g,1.21269,2021-02-01 07:17:00 UTC,2021-02-01 07:19:00 UTC,1.21269,1.21241
2021-02-01 07:24:00 UTC,d,1.21226,2021-02-01 07:23:00 UTC,2021-02-01 07:25:00 UTC,1.21252,1.21226
2021-02-01 07:48:00 UTC,g,1.21293,2021-02-01 07:47:00 UTC,2021-02-01 07:50:00 UTC,1.21293,1.21262
2021-02-01 08:03:00 UTC,d,1.21178,2021-02-01 08:02:00 UTC,2021-02-01 08:05:00 UTC,1.21252,1.21178
2021-02-01 08:15:00 UTC,g,1.21307,2021-02-01 08:13:00 UTC,2021-02-01 08:16:00 UTC,1.21307,1.21271
2021-02-01 09:01:00 UTC,d,1.20835,2021-02-01 09:00:00 UTC,2021-02-01 09:02:00 UTC,1.20888,1.20835
2021-02-01 09:21:00 UTC,g,1.21017,2021-02-01 09:20:00 UTC,2021-02-01 09:22:00 UTC,1.21017,1.20975
2021-02-01 09:25:00 UTC,d,1.20945,2021-02-01 09:24:00 UTC,2021-02-01 09:27:00 UTC,1.20996,1.20945
2021-02-01 09:35:00 UTC,g,1.21042,2021-02-01 09:34:00 UTC,2021-02-01 09:36:00 UTC,1.21042,1.20995
2021-02-01 10:20:00 UTC,d,1.2083,2021-02-01 10:18:00 UTC,2021-02-01 10:21:00 UTC,1.20883,1.2083
2021-02-01 10:27:00 UTC,g,1.20889,2021-02-01 10:25:00 UTC,2021-02-01 10:28:00 UTC,1.20889,1.20858
2021-02-01 10:42:00 UTC,d,1.20693,2021-02-01 10:41:00 UTC,2021-02-01 10:43:00 UTC,1.20723,1.20693
2021-02-01 10:58:00 UTC,g,1.20821,2021-02-01 10:57:00 UTC,2021-02-01 11:03:00 UTC,1.20821,1.20781
2021-02-01 11:08:00 UTC,d,1.2077,2021-02-01 11:07:00 UTC,2021-02-01 11:10:00 UTC,1.20797,1.2077
2021-02-01 11:14:00 UTC,g,1.20821,2021-02-01 11:13:00 UTC,2021-02-01 11:15:00 UTC,1.20821,1.20795
2021-02-01 11:25:00 UTC,d,1.2075,2021-02-01 11:24:00 UTC,2021-02-01 11:26:00 UTC,1.2077,1.2075
2021-02-01 11:31:00 UTC,g,1.2082,2021-02-01 11:30:00 UTC,2021-02-01 11:32:00 UTC,1.2082,1.20793
2021-02-01 11:40:00 UTC,d,1.20725,2021-02-01 11:38:00 UTC,2021-02-01 11:41:00 UTC,1.20765,1.20725
2021-02-01 11:52:00 UTC,g,1.20842,2021-02-01 11:51:00 UTC,2021-02-01 11:54:00 UTC,1.20842,1.20822
2021-02-01 11:59:00 UTC,d,1.20812,2021-02-01 11:58:00 UTC,2021-02-01 12:00:00 UTC,1.20831,1.20812
2021-02-01 12:16:00 UTC,g,1.20886,2021-02-01 12:14:00 UTC,2021-02-01 12:19:00 UTC,1.20886,1.20867
2021-02-01 12:27:00 UTC,d,1.20802,2021-02-01 12:26:00 UTC,2021-02-01 12:28:00 UTC,1.2085,1.20802
2021-02-01 12:36:00 UTC,g,1.20862,2021-02-01 12:35:00 UTC,2021-02-01 12:37:00 UTC,1.20862,1.20842
2021-02-01 12:57:00 UTC,d,1.20721,2021-02-01 12:56:00 UTC,2021-02-01 12:59:00 UTC,1.20795,1.20721
2021-02-01 13:17:00 UTC,g,1.20884,2021-02-01 13:16:00 UTC,2021-02-01 13:18:00 UTC,1.20884,1.2083
2021-02-01 13:36:00 UTC,d,1.20793,2021-02-01 13:34:00 UTC,2021-02-01 13:38:00 UTC,1.20818,1.20793
2021-02-01 13:52:00 UTC,g,1.20928,2021-02-01 13:51:00 UTC,2021-02-01 13:53:00 UTC,1.20928,1.20883
2021-02-01 13:59:00 UTC,d,1.20834,2021-02-01 13:58:00 UTC,2021-02-01 14:02:00 UTC,1.20854,1.20834
2021-02-01 14:33:00 UTC,g,1.20994,2021-02-01 14:31:00 UTC,2021-02-01 14:35:00 UTC,1.20994,1.2094
2021-02-01 14:59:00 UTC,d,1.20865,2021-02-01 14:56:00 UTC,2021-02-01 15:00:00 UTC,1.20925,1.20865
2021-02-01 15:05:00 UTC,g,1.20956,2021-02-01 15:03:00 UTC,2021-02-01 15:06:00 UTC,1.20956,1.20917
2021-02-01 15:09:00 UTC,d,1.20885,2021-02-01 15:08:00 UTC,2021-02-01 15:11:00 UTC,1.20947,1.20885
2021-02-01 15:33:00 UTC,g,1.20983,2021-02-01 15:32:00 UTC,2021-02-01 15:34:00 UTC,1.20983,1.20959
2021-02-01 16:15:00 UTC,d,1.20748,2021-02-01 16:14:00 UTC,2021-02-01 16:16:00 UTC,1.20794,1.20748
2021-02-01 16:23:00 UTC,g,1.20871,2021-02-01 16:22:00 UTC,2021-02-01 16:24:00 UTC,1.20871,1.20825
2021-02-01 16:37:00 UTC,d,1.20748,2021-02-01 16:34:00 UTC,2021-02-01 16:38:00 UTC,1.20771,1.20748
2021-02-01 16:42:00 UTC,g,1.20805,2021-02-01 16:41:00 UTC,2021-02-01 16:43:00 UTC,1.20805,1.20774
2021-02-01 17:13:00 UTC,d,1.20625,2021-02-01 17:12:00 UTC,2021-02-01 17:18:00 UTC,1.20642,1.20625
2021-02-01 17:25:00 UTC,g,1.20675,2021-02-01 17:24:00 UTC,2021-02-01 17:26:00 UTC,1.20675,1.2065
2021-02-01 17:29:00 UTC,d,1.20631,2021-02-01 17:28:00 UTC,2021-02-01 17:31:00 UTC,1.20655,1.20631
2021-02-01 17:35:00 UTC,g,1.20697,2021-02-01 17:34:00 UTC,2021-02-01 17:37:00 UTC,1.20697,1.20667
2021-02-01 17:52:00 UTC,d,1.20647,2021-02-01 17:51:00 UTC,2021-02-01 17:53:00 UTC,1.20667,1.20647
2021-02-01 17:59:00 UTC,g,1.20698,2021-02-01 17:58:00 UTC,2021-02-01 18:00:00 UTC,1.20698,1.20666
2021-02-01 18:03:00 UTC,d,1.20615,2021-02-01 18:02:00 UTC,2021-02-01 18:05:00 UTC,1.20634,1.20615
2021-02-01 18:22:00 UTC,g,1.20782,2021-02-01 18:21:00 UTC,2021-02-01 18:23:00 UTC,1.20782,1.20756
2021-02-01 18:39:00 UTC,d,1.20645,2021-02-01 18:37:00 UTC,2021-02-01 18:40:00 UTC,1.20679,1.20645
2021-02-01 18:46:00 UTC,g,1.20692,2021-02-01 18:45:00 UTC,2021-02-01 18:48:00 UTC,1.20692,1.20666
2021-02-01 18:56:00 UTC,d,1.20647,2021-02-01 18:55:00 UTC,2021-02-01 18:57:00 UTC,1.20664,1.20647
2021-02-01 19:41:00 UTC,g,1.20771,2021-02-01 19:40:00 UTC,2021-02-01 19:43:00 UTC,1.20771,1.20748
2021-02-01 20:05:00 UTC,d,1.2065,2021-02-01 20:04:00 UTC,2021-02-01 20:07:00 UTC,1.2067,1.2065
2021-02-01 20:10:00 UTC,g,1.2071,2021-02-01 20:09:00 UTC,2021-02-01 20:11:00 UTC,1.2071,1.20666
2021-02-01 20:40:00 UTC,d,1.20578,2021-02-01 20:39:00 UTC,2021-02-01 20:42:00 UTC,1.20603,1.20578
2021-02-01 20:53:00 UTC,g,1.20625,2021-02-01 20:52:00 UTC,2021-02-01 20:55:00 UTC,1.20625,1.20598
2021-02-01 21:29:00 UTC,d,1.2056,2021-02-01 21:26:00 UTC,2021-02-01 21:30:00 UTC,1.20572,1.2056
2021-02-01 22:04:00 UTC,g,1.20631,2021-02-01 22:00:00 UTC,2021-02-01 22:05:00 UTC,1.20631,1.20617
2021-02-01 22:23:00 UTC,d,1.20593,2021-02-01 22:22:00 UTC,2021-02-01 22:32:00 UTC,1.2061,1.20593
2021-02-01 23:29:00 UTC,g,1.20679,2021-02-01 23:26:00 UTC,2021-02-01 23:30:00 UTC,1.20679,1.20662
2021-02-01 23:36:00 UTC,d,1.20649,2021-02-01 23:35:00 UTC,2021-02-01 23:39:00 UTC,1.2066,1.20649
2021-02-01 23:54:00 UTC,g,1.20684,2021-02-01 23:53:00 UTC,2021-02-01 23:55:00 UTC,1.20684,1.20676
2021-02-02 00:02:00 UTC,d,1.20629,2021-02-02 00:01:00 UTC,2021-02-02 00:05:00 UTC,1.20648,1.20629
2021-02-02 00:08:00 UTC,g,1.2068,2021-02-02 00:07:00 UTC,2021-02-02 00:10:00 UTC,1.2068,1.20662
2021-02-02 00:14:00 UTC,d,1.20624,2021-02-02 00:13:00 UTC,2021-02-02 00:15:00 UTC,1.20648,1.20624
2021-02-02 00:50:00 UTC,g,1.20682,2021-02-02 00:45:00 UTC,2021-02-02 00:51:00 UTC,1.20682,1.20651
2021-02-02 00:55:00 UTC,d,1.20622,2021-02-02 00:53:00 UTC,2021-02-02 00:56:00 UTC,1.2067,1.20622
2021-02-02 01:17:00 UTC,g,1.20745,2021-02-02 01:16:00 UTC,2021-02-02 01:18:00 UTC,1.20745,1.20714
2021-02-02 01:21:00 UTC,d,1.20711,2021-02-02 01:20:00 UTC,2021-02-02 01:23:00 UTC,1.20731,1.20711
2021-02-02 02:01:00 UTC,g,1.20877,2021-02-02 02:00:00 UTC,2021-02-02 02:02:00 UTC,1.20877,1.20838
2021-02-02 02:06:00 UTC,d,1.20831,2021-02-02 02:05:00 UTC,2021-02-02 02:08:00 UTC,1.20848,1.20831
2021-02-02 02:11:00 UTC,g,1.20855,2021-02-02 02:10:00 UTC,2021-02-02 02:12:00 UTC,1.20855,1.20846
2021-02-02 02:19:00 UTC,d,1.2082,2021-02-02 02:18:00 UTC,2021-02-02 02:20:00 UTC,1.2084,1.2082
2021-02-02 02:34:00 UTC,g,1.20856,2021-02-02 02:33:00 UTC,2021-02-02 02:36:00 UTC,1.20856,1.20839
2021-02-02 02:42:00 UTC,d,1.20817,2021-02-02 02:41:00 UTC,2021-02-02 02:43:00 UTC,1.20828,1.20817
2021-02-02 02:50:00 UTC,g,1.20852,2021-02-02 02:49:00 UTC,2021-02-02 02:52:00 UTC,1.20852,1.20834
2021-02-02 03:11:00 UTC,d,1.2081,2021-02-02 03:10:00 UTC,2021-02-02 03:12:00 UTC,1.2082,1.2081
2021-02-02 03:22:00 UTC,g,1.20845,2021-02-02 03:21:00 UTC,2021-02-02 03:23:00 UTC,1.20845,1.20826
2021-02-02 03:36:00 UTC,d,1.20796,2021-02-02 03:35:00 UTC,2021-02-02 03:38:00 UTC,1.20817,1.20796
2021-02-02 03:54:00 UTC,g,1.2084,2021-02-02 03:53:00 UTC,2021-02-02 03:57:00 UTC,1.2084,1.20826
2021-02-02 04:10:00 UTC,d,1.20799,2021-02-02 04:08:00 UTC,2021-02-02 04:12:00 UTC,1.20804,1.20799
2021-02-02 04:22:00 UTC,g,1.20828,2021-02-02 04:20:00 UTC,2021-02-02 04:23:00 UTC,1.20828,1.20818
2021-02-02 04:45:00 UTC,d,1.20765,2021-02-02 04:44:00 UTC,2021-02-02 04:50:00 UTC,1.20779,1.20765
2021-02-02 04:55:00 UTC,g,1.20786,2021-02-02 04:53:00 UTC,2021-02-02 04:56:00 UTC,1.20786,1.20776
2021-02-02 05:03:00 UTC,d,1.20749,2021-02-02 05:02:00 UTC,2021-02-02 05:05:00 UTC,1.20765,1.20749
2021-02-02 05:10:00 UTC,g,1.20777,2021-02-02 05:09:00 UTC,2021-02-02 05:12:00 UTC,1.20777,1.20772
2021-02-02 05:29:00 UTC,d,1.20749,2021-02-02 05:26:00 UTC,2021-02-02 05:31:00 UTC,1.20756,1.20749
2021-02-02 05:34:00 UTC,g,1.20778,2021-02-02 05:33:00 UTC,2021-02-02 05:37:00 UTC,1.20778,1.20756
2021-02-02 05:48:00 UTC,d,1.20745,2021-02-02 05:42:00 UTC,2021-02-02 05:49:00 UTC,1.20752,1.20745
2021-02-02 05:58:00 UTC,g,1.20793,2021-02-02 05:55:00 UTC,2021-02-02 06:00:00 UTC,1.20793,1.2079
2021-02-02 06:06:00 UTC,d,1.20733,2021-02-02 06:04:00 UTC,2021-02-02 06:07:00 UTC,1.20746,1.20733
2021-02-02 06:13:00 UTC,g,1.20753,2021-02-02 06:12:00 UTC,2021-02-02 06:15:00 UTC,1.20753,1.20744
2021-02-02 06:38:00 UTC,d,1.20659,2021-02-02 06:37:00 UTC,2021-02-02 06:40:00 UTC,1.20679,1.20659
2021-02-02 06:45:00 UTC,g,1.20718,2021-02-02 06:44:00 UTC,2021-02-02 06:46:00 UTC,1.20718,1.20701
2021-02-02 07:27:00 UTC,d,1.2064,2021-02-02 07:26:00 UTC,2021-02-02 07:29:00 UTC,1.20662,1.2064
2021-02-02 07:42:00 UTC,g,1.2076,2021-02-02 07:41:00 UTC,2021-02-02 07:43:00 UTC,1.2076,1.20734
2021-02-02 07:57:00 UTC,d,1.20641,2021-02-02 07:56:00 UTC,2021-02-02 07:58:00 UTC,1.207,1.20641
2021-02-02 08:20:00 UTC,g,1.2083,2021-02-02 08:19:00 UTC,2021-02-02 08:21:00 UTC,1.2083,1.20766
2021-02-02 08:29:00 UTC,d,1.20755,2021-02-02 08:28:00 UTC,2021-02-02 08:30:00 UTC,1.20811,1.20755
2021-02-02 08:36:00 UTC,g,1.20869,2021-02-02 08:35:00 UTC,2021-02-02 08:38:00 UTC,1.20869,1.20813
2021-02-02 08:52:00 UTC,d,1.2075,2021-02-02 08:50:00 UTC,2021-02-02 08:55:00 UTC,1.20784,1.2075
2021-02-02 08:59:00 UTC,g,1.20871,2021-02-02 08:58:00 UTC,2021-02-02 09:00:00 UTC,1.20871,1.20824
2021-02-02 09:05:00 UTC,d,1.20786,2021-02-02 09:04:00 UTC,2021-02-02 09:06:00 UTC,1.20829,1.20786
2021-02-02 09:14:00 UTC,g,1.20842,2021-02-02 09:12:00 UTC,2021-02-02 09:15:00 UTC,1.20842,1.20801
2021-02-02 09:23:00 UTC,d,1.20744,2021-02-02 09:22:00 UTC,2021-02-02 09:25:00 UTC,1.20781,1.20744
2021-02-02 09:30:00 UTC,g,1.2079,2021-02-02 09:29:00 UTC,2021-02-02 09:31:00 UTC,1.2079,1.20767
2021-02-02 09:55:00 UTC,d,1.20639,2021-02-02 09:54:00 UTC,2021-02-02 10:02:00 UTC,1.2067,1.20639
2021-02-02 10:11:00 UTC,g,1.20696,2021-02-02 10:09:00 UTC,2021-02-02 10:13:00 UTC,1.20696,1.2066
2021-02-02 10:33:00 UTC,d,1.2032,2021-02-02 10:32:00 UTC,2021-02-02 10:34:00 UTC,1.20357,1.2032
2021-02-02 10:44:00 UTC,g,1.2042,2021-02-02 10:43:00 UTC,2021-02-02 10:46:00 UTC,1.2042,1.20358
2021-02-02 11:38:00 UTC,d,1.20263,2021-02-02 11:37:00 UTC,2021-02-02 11:39:00 UTC,1.20299,1.20263
2021-02-02 11:43:00 UTC,g,1.20346,2021-02-02 11:42:00 UTC,2021-02-02 11:46:00 UTC,1.20346,1.20309
